N_surface,S_100,S_111,S_110,S_311,Avg_surf,q6q6_avg_surf,target
779,1,291,68,7,8.6264,4.7266,-8287.3767
755,5,104,71,13,8.4119,2.5113,-8246.3938
772,1,9,57,7,8.3368,0.4197,-8129.1097
763,1,81,87,13,8.4443,2.5059,-8253.0753
760,2,219,75,10,8.5671,4.5658,-8300.1853
760,2,133,54,6,8.4961,3.0026,-8287.1069
758,7,231,65,8,8.5317,4.3786,-8331.2733
763,2,105,75,13,8.4705,3.1455,-8361.6266
770,2,257,86,2,8.6117,4.7883,-8418.5891
757,0,130,48,5,8.4188,2.5152,-8406.1932
770,7,129,59,9,8.4481,3.3026,-8445.0844
783,0,261,56,5,8.5543,4.9655,-8497.9844
767,2,91,64,15,8.4798,2.4133,-8424.1776
800,0,266,78,7,8.6225,4.7375,-8505.3437
773,1,112,61,19,8.4592,3.3195,-8542.2576
778,4,79,70,5,8.4897,2.4075,-8527.6116
803,4,340,59,9,8.6152,5.1694,-8573.2987
779,8,117,63,4,8.4275,2.7856,-8571.7406
774,11,128,59,9,8.3708,3.5517,-8576.753
776,4,132,76,12,8.491,3.4124,-8587.7616
809,2,329,77,8,8.618,5.4883,-8657.1972
799,0,28,62,6,8.383,0.5156,-8507.8199
783,5,240,45,6,8.5019,4.4547,-8677.8898
780,1,151,61,10,8.4372,3.7885,-8652.4212
780,7,142,55,3,8.4372,3.3744,-8671.605
786,8,189,74,5,8.5598,4.2684,-8725.4796
800,3,278,71,10,8.5887,4.5088,-8790.4909
791,7,147,58,11,8.4399,3.4994,-8784.8347
789,7,171,56,10,8.5146,3.9037,-8858.62
795,9,174,66,17,8.4642,4.1975,-9008.1727
861,1,421,70,6,8.6725,6.2578,-9355.8919
874,1,331,83,5,8.6201,5.3844,-9660.4199
746,1,219,59,7,8.5442,4.6086,-8006.2599
882,3,126,91,8,8.5068,3.3492,-10083.635
873,6,89,80,4,8.5223,2.5487,-10092.242
926,9,216,75,5,8.5227,3.8639,-10309.842
915,3,232,77,17,8.5519,4.4579,-10617.227
905,16,244,77,6,8.5315,4.4751,-10802.093
917,5,127,74,14,8.4427,3.1701,-10780.58
922,0,192,69,9,8.4957,3.1269,-11125.294
992,0,507,102,5,8.7339,6.371,-11326.108
947,11,142,83,12,8.5301,3.7202,-11401.319
1000,0,407,100,6,8.667,5.816,-11610.517
954,4,152,91,16,8.5597,3.1488,-11615.622
975,2,158,81,5,8.5262,2.7036,-11702.68
972,13,180,93,8,8.537,3.751,-11981.177
989,8,134,95,14,8.4975,3.2882,-12119.597
1045,2,135,111,15,8.5636,3.0574,-12812.548
1035,7,208,86,17,8.5353,4.23,-12902.562
1109,5,348,91,6,8.6492,4.4518,-12915.027
1033,11,141,98,19,8.4802,3.4434,-12972.251
1036,15,159,76,12,8.5058,3.7181,-12966.007
1047,8,159,91,15,8.5167,3.6781,-13187.373
1045,17,324,77,5,8.5474,4.8507,-13257.344
1120,1,547,80,3,8.6973,6.2518,-13521.481
1149,1,578,118,7,8.7546,6.5866,-13829.859
1090,10,191,93,8,8.4972,3.4239,-14017.375
1086,27,204,92,13,8.4972,3.8039,-14175.998
1123,11,172,119,15,8.545,3.6652,-14691.308
1180,2,550,75,2,8.7051,6.1746,-15109.986
1148,12,194,115,7,8.5192,3.9294,-15151.745
1167,17,136,118,15,8.5304,3.5133,-15435.697
1164,10,198,84,11,8.5395,3.6684,-15489.946
1305,6,513,108,14,8.6513,5.2421,-15951.052
1260,4,657,93,2,8.7413,6.3571,-15992.981
1197,11,256,91,20,8.553,4.2632,-15945.442
1190,16,410,81,11,8.6134,5.1202,-15987.687
1203,15,195,98,14,8.5245,3.2884,-15949.164
1287,0,618,117,10,8.7179,6.4281,-16292.704
1207,12,221,101,11,8.5385,3.7581,-16348.484
1227,2,247,110,12,8.5534,3.1614,-16379.066
1213,11,241,93,16,8.5449,3.9456,-16486.296
1265,18,233,116,14,8.5573,3.9534,-17571.554
1323,14,605,83,11,8.7128,6.3424,-17839.319
1301,26,140,134,14,8.4781,3.7248,-18060.598
1310,25,220,121,18,8.5542,3.8443,-18210.997
1319,11,247,115,15,8.5481,4.3442,-18388.052
1404,0,872,121,4,8.8006,6.9295,-18739.985
1344,22,216,144,13,8.5618,3.7865,-18864.821
1431,2,685,99,6,8.7163,6.3159,-19014.851
1348,9,229,116,12,8.5779,4.0334,-19058.37
1351,19,278,134,8,8.5625,4.3849,-19093.4
1535,6,532,135,13,8.7003,4.998,-19369.781
1358,22,138,117,19,8.4573,3.3976,-19435.12
1407,21,198,104,17,8.521,3.752,-20246.655
1433,13,206,109,13,8.5652,3.3726,-20628.435
1482,2,731,87,10,8.7267,6.1484,-20880.038
1489,23,170,124,21,8.499,2.9315,-21616.321
1468,34,331,106,20,8.5613,4.3828,-21657.899
1568,1,918,121,2,8.8068,6.8253,-21764.502
1594,0,813,141,10,8.7823,6.4316,-22044.236
1492,31,224,158,20,8.5362,4.1689,-22030.021
1507,34,258,154,20,8.5727,4.2475,-22508.197
1526,15,248,148,21,8.5983,4.0537,-22515.364
1518,16,367,110,22,8.6008,4.4104,-22587.855
1529,19,410,97,12,8.6181,4.5376,-22849.551
1533,25,308,184,19,8.593,4.4201,-23161.828
1798,7,619,146,17,8.6986,5.0412,-23266.961
1651,9,881,111,8,8.7553,6.45,-24205.254
1610,20,235,172,13,8.559,4.1435,-24639.183
1610,22,223,168,35,8.5665,4.077,-24687.396
1729,0,991,129,8,8.8282,6.9798,-25087.686
1757,0,972,151,3,8.8036,6.605,-25381.937
1659,37,170,122,15,8.5069,3.3514,-25819.198
1669,26,209,121,28,8.538,3.3781,-25830.225
1698,31,264,171,34,8.5665,4.2161,-26359.72
1702,18,292,179,25,8.5934,4.5112,-26397.817
1690,21,381,150,21,8.626,4.7385,-26472.61
1706,26,591,102,22,8.6413,5.3617,-26847.345
1725,18,240,155,16,8.5536,3.578,-27278.368
2094,0,894,129,9,8.7316,5.4274,-27635.597
1826,2,968,105,9,8.7897,6.557,-27866.789
1781,51,164,151,19,8.4997,3.4497,-27842.555
1749,58,337,116,21,8.5443,4.0669,-28038.776
1937,2,1083,142,9,8.7961,6.5772,-29033.208
1809,40,233,158,23,8.5384,3.8756,-29320.925
1820,37,392,166,23,8.6066,4.6022,-29835.988
1858,22,248,172,30,8.5522,3.9252,-29917.333
1896,11,371,195,30,8.6324,4.9478,-30622.127
1860,46,192,149,22,8.4866,3.7952,-30595.536
1890,18,307,155,32,8.5439,4.3894,-30791.881
1883,17,687,112,18,8.6585,5.6426,-31185.345
1911,28,296,154,36,8.5688,4.2815,-31628.718
2001,5,1122,131,6,8.7971,6.7446,-31844.156
1950,36,298,183,35,8.5928,4.2651,-32505.789
2361,6,1012,162,20,8.7416,5.792,-32563.316
2119,1,1199,169,4,8.8438,6.7725,-33051.68
1992,63,162,143,29,8.4779,3.3133,-33123.157
1982,63,239,169,25,8.5484,4.3022,-33516.21
2015,54,349,153,26,8.5529,4.1697,-34790.623
2091,50,134,145,22,8.506,2.5605,-35103.865
2085,22,450,185,29,8.6336,5.1261,-35277.009
2054,44,251,152,30,8.5219,3.9333,-35531.633
2102,14,378,236,24,8.6204,5.1147,-35592.143
2197,4,1339,147,7,8.8275,6.863,-36205.81
2298,2,1228,164,12,8.8207,6.5779,-37376.858
2647,7,1166,161,17,8.7764,5.5652,-38040.175
2183,29,323,141,40,8.5451,4.1645,-38756.651
2201,81,178,198,27,8.4948,3.6088,-39132.98
2227,35,377,199,35,8.5802,4.3049,-39735.824
2300,6,402,229,27,8.6174,4.5448,-40327.398
2307,11,421,204,40,8.6147,4.3767,-40786.056
2396,2,1368,122,11,8.826,6.6987,-40883.847
2293,46,711,112,17,8.6411,5.0022,-41632.524
2308,89,177,166,31,8.5195,3.4879,-41606.281
2313,39,214,187,46,8.5063,4.1077,-41888.539
2314,42,314,226,42,8.592,4.4996,-41957.253
2500,0,1368,155,10,8.8164,6.6836,-42078.094
2440,129,209,179,34,8.5127,3.6947,-43595.047
2929,6,1452,142,14,8.7883,6.2431,-44092.663
2398,79,363,170,31,8.555,4.1422,-44530.231
2447,34,310,217,67,8.5758,4.3065,-45501.804
2523,16,496,251,40,8.6227,5.0305,-46573.86
2489,39,298,231,41,8.5958,4.4383,-46680.519
2698,0,1608,178,6,8.8603,6.8681,-47155.587
2511,48,892,101,17,8.6416,5.2935,-47489.028
2595,42,266,252,42,8.5865,4.2143,-49186.579
2669,12,1438,117,15,8.7921,6.5451,-49625.402
604,2,18,43,5,8.3013,0.553,-5933.0612
615,0,2,34,1,8.0862,0.3073,-6070.9791
1267,3,19,84,7,8.2983,0.4167,-16959.365
1700,5,27,99,18,8.3847,0.47,-26123.77
2248,2,42,102,17,8.3968,0.4302,-38972.678
2530,5,44,170,25,8.5,0.498,-47193.826
2590,3,61,186,32,8.5483,0.4815,-48923.805
2632,5,72,176,23,8.5042,0.4958,-50359.47
2659,5,69,162,31,8.5009,0.4697,-51142.077
2669,7,56,163,19,8.5444,0.4312,-51648.984
571,1,9,46,4,8.3468,0.4781,-5536.2048
584,0,14,47,6,8.2346,0.3579,-5622.4988
1189,1,24,78,14,8.36,0.3625,-15481.701
1606,4,24,94,12,8.391,0.391,-22999.665
2179,5,45,138,17,8.4681,0.4025,-36798.409
2390,7,53,134,14,8.4983,0.4753,-44098.322
2487,4,40,174,23,8.495,0.4491,-46621.048
2561,9,46,174,28,8.5392,0.4358,-48234.441
2563,8,58,170,23,8.4986,0.4885,-48981.87
2598,6,58,161,25,8.51,0.4665,-49707.862
551,1,6,52,2,8.314,0.4483,-5118.8674
544,0,11,54,5,8.2978,0.5092,-5171.846
927,2,20,77,5,8.397,0.4013,-10938.156
1242,1,19,73,13,8.3921,0.3728,-15893.523
1603,3,26,125,20,8.3924,0.4616,-22363.163
1973,2,33,122,19,8.4232,0.4318,-31400.787
2233,5,30,151,25,8.4317,0.4631,-38113.993
2388,3,34,168,21,8.5046,0.4678,-43477.493
2438,4,61,140,22,8.4705,0.5217,-45686.962
2526,4,82,173,23,8.5356,0.4857,-47416.229
501,1,10,37,4,8.2335,0.4431,-4562.1163
514,1,8,38,4,8.2821,0.5019,-4593.881
855,1,15,57,8,8.2433,0.4901,-8946.6413
953,1,13,67,5,8.3169,0.4512,-11393.62
1443,2,26,104,12,8.3354,0.3624,-17340.737
1681,3,34,137,13,8.3908,0.4604,-23468.673
1945,1,35,137,11,8.4422,0.4087,-29225.247
2082,4,32,132,23,8.4265,0.4769,-35311.175
2268,1,49,141,19,8.4996,0.4656,-40012.754
2386,6,54,156,21,8.5117,0.5038,-43577.193
439,1,6,29,5,8.1503,0.3964,-3655.3482
438,1,7,38,4,8.363,0.4703,-3718.5156
649,2,18,47,7,8.3544,0.4268,-6641.577
788,1,17,55,7,8.2855,0.3934,-8645.9111
1021,1,19,70,6,8.287,0.4976,-11435.024
1387,3,19,108,19,8.3879,0.4066,-17363.121
1479,3,34,124,18,8.4699,0.5206,-21480.242
1817,6,46,133,13,8.454,0.3985,-26389.719
1948,1,49,143,21,8.4723,0.4251,-31779.609
2122,3,55,132,26,8.4882,0.5075,-36519.847
362,2,8,20,4,8.1823,0.4254,-2809.9922
369,0,6,32,4,8.1734,0.4824,-2895.5158
583,1,10,42,10,8.307,0.3791,-5373.7862
727,1,10,58,8,8.3576,0.3728,-7542.147
962,0,23,60,10,8.369,0.4802,-11292.157
1099,0,37,71,6,8.4495,0.4886,-14101.947
1283,2,28,88,10,8.4295,0.4801,-17495.882
1518,1,30,121,9,8.4038,0.4387,-21509.107
1675,4,42,117,14,8.4943,0.4758,-25540.25
1874,3,47,122,23,8.4536,0.4354,-29061.777
337,0,4,23,4,8.0326,0.4006,-2505.3948
336,0,6,25,4,8.1548,0.4524,-2536.2135
466,0,20,46,2,8.382,0.5644,-4120.827
624,0,17,68,6,8.4407,0.5096,-6059.9269
763,1,8,62,4,8.2438,0.3866,-8020.0544
924,1,7,59,11,8.3106,0.3377,-10644.008
1123,2,17,75,14,8.3437,0.5476,-13730.69
1380,4,17,95,16,8.4094,0.3993,-17364.585
1498,0,24,110,18,8.486,0.5113,-20989.948
1601,2,45,100,11,8.4884,0.4585,-24214.234
310,0,6,26,3,7.9194,0.4613,-2071.9165
310,0,11,27,0,8.1968,0.6677,-2117.74
450,0,2,50,3,8.38,0.3511,-3791.5857
564,0,15,50,4,8.3227,0.4592,-5402.0176
695,1,12,43,3,8.3453,0.4072,-7241.9568
803,2,17,64,9,8.3985,0.4545,-8800.3554
930,1,22,64,9,8.4172,0.4968,-10607.529
1017,2,18,74,10,8.35,0.4454,-12342.684
1237,2,20,77,5,8.3614,0.4365,-15284.992
1594,1,35,127,14,8.4266,0.5176,-20402.647
254,0,3,28,3,8.189,0.2756,-1705.6061
249,0,4,26,0,8.1526,0.4538,-1710.148
403,0,13,36,4,8.1514,0.4367,-3223.4881
483,1,4,31,4,8.265,0.5197,-4306.3299
717,0,11,65,7,8.2622,0.4198,-6568.2145
702,1,12,52,10,8.2863,0.4245,-7427.5935
866,2,18,65,6,8.3949,0.4931,-9425.3748
928,1,25,81,6,8.3685,0.5216,-11035.249
1019,1,20,82,9,8.4092,0.4377,-12507.263
1211,1,27,87,8,8.4021,0.3939,-15814.141
239,0,8,20,1,8.0126,0.5021,-1434.7814
237,0,7,27,3,8.1266,0.5148,-1464.0629
364,0,10,32,3,8.2527,0.4918,-2943.5626
423,1,10,33,4,8.2246,0.3452,-3604.7676
540,0,14,41,6,8.3185,0.5852,-4948.0443
635,0,15,50,9,8.2866,0.4803,-6219.1489
690,1,28,48,9,8.2928,0.4826,-7211.7007
761,1,18,57,9,8.3653,0.4862,-8380.0261
837,1,18,62,7,8.3572,0.4337,-9563.3923
1098,1,26,83,7,8.4226,0.4335,-13309.827
601,1,14,51,6,8.2263,0.411,-5967.3971
626,0,15,39,8,8.0879,0.4601,-6133.7171
1264,3,14,73,11,8.2658,0.3797,-16874.168
1724,3,29,100,16,8.2587,0.4188,-26286.382
2232,6,27,122,23,8.3051,0.3853,-38520.382
2532,1,37,184,16,8.4404,0.4155,-46850.454
2625,4,44,172,21,8.4644,0.4594,-48818.406
2631,4,44,158,27,8.458,0.404,-50065.694
2670,5,49,181,21,8.4562,0.4404,-50922.792
2676,3,39,167,23,8.4417,0.4084,-51424.503
574,0,7,52,4,8.2317,0.4216,-5482.4772
591,0,15,38,6,8.2047,0.5296,-5586.3208
1164,2,15,72,8,8.2998,0.3351,-15086.197
1632,1,21,104,15,8.3064,0.3824,-23593.91
2155,5,34,125,27,8.3592,0.413,-36496.048
2407,5,36,132,25,8.4246,0.4387,-43734.036
2494,3,62,170,25,8.5,0.4567,-46274.919
2564,5,65,154,22,8.4633,0.4551,-48006.22
2599,6,42,159,32,8.4398,0.4213,-48773.863
2602,8,46,159,16,8.46,0.457,-49327.475
544,1,16,39,5,8.3051,0.3254,-5104.8131
554,0,8,46,8,8.2347,0.5036,-5152.3889
934,0,20,69,6,8.394,0.4475,-11021.224
1238,1,15,83,19,8.3061,0.412,-16326.537
1564,1,24,128,15,8.3696,0.406,-22513.212
1947,2,38,139,27,8.4242,0.4335,-31230.268
2196,3,39,129,12,8.3903,0.4162,-37906.544
2425,3,45,158,26,8.4177,0.4082,-43971.877
2468,3,64,121,23,8.4084,0.4615,-46142.475
2535,5,57,181,18,8.5049,0.4828,-47429.728
501,0,9,29,3,8.2116,0.4271,-4568.3182
508,1,7,31,5,8.2146,0.4213,-4612.7045
844,0,13,69,7,8.2145,0.4218,-8887.7194
995,1,21,75,5,8.3357,0.5367,-11686.82
1397,1,19,89,13,8.3049,0.3844,-17638.819
1678,5,26,100,15,8.3415,0.3903,-24280.556
1881,1,44,118,23,8.437,0.4157,-29503.975
2077,5,39,125,23,8.3909,0.4117,-35411.561
2289,4,46,143,24,8.4766,0.4181,-40604.864
2394,5,41,134,14,8.4382,0.4415,-43502.979
454,0,2,37,4,8.0727,0.5441,-3847.6054
454,0,9,40,8,8.2026,0.4648,-3899.7633
687,0,7,47,6,8.2751,0.4207,-7079.1767
801,0,14,59,4,8.2909,0.3758,-8649.4839
993,0,18,70,10,8.3152,0.4451,-11892.83
1223,2,32,93,12,8.3434,0.444,-16042.358
1503,3,35,116,10,8.4012,0.513,-20692.046
1768,1,25,90,13,8.3196,0.3699,-27024.43
2058,0,32,124,13,8.3649,0.4247,-32097.694
2110,2,38,150,21,8.4393,0.4754,-36085.243
394,0,5,25,2,7.9391,0.5279,-3122.4196
396,0,8,28,3,8.2146,0.3207,-3165.3053
595,0,12,43,5,8.2252,0.4672,-5636.6722
797,1,15,61,10,8.2133,0.3839,-7687.1501
897,3,11,68,9,8.3188,0.3489,-10304.232
1077,1,18,76,9,8.3863,0.3798,-13551.064
1277,1,26,72,12,8.3211,0.4197,-17108.934
1527,2,29,108,13,8.3982,0.4283,-21786.661
1640,2,27,111,19,8.386,0.497,-25070.91
1849,2,28,111,23,8.4062,0.397,-29385.326
362,0,7,25,4,8.0773,0.4751,-2527.3295
341,0,7,26,4,8.0645,0.4018,-2590.5895
501,0,13,44,10,8.2495,0.477,-4459.5714
664,1,9,49,5,8.1837,0.3765,-6269.6313
730,1,12,63,6,8.3452,0.4096,-7734.5464
967,1,22,70,7,8.303,0.5408,-10447.429
1010,0,18,75,6,8.3287,0.5099,-12140.25
1219,4,20,83,8,8.2748,0.3938,-15082.066
1274,4,26,72,12,8.3155,0.4341,-17343.522
1504,1,17,88,13,8.3777,0.3617,-21398.192
235,0,6,18,1,7.9234,0.3745,-1452.9767
228,0,7,20,2,7.9825,0.3947,-1476.0225
440,0,8,27,4,8.1705,0.4864,-3759.6168
560,0,15,50,7,8.2607,0.5179,-5103.1255
653,0,12,54,8,8.3093,0.4655,-6606.191
886,2,25,62,11,8.3036,0.447,-9472.2012
991,0,20,85,10,8.4026,0.4198,-11941.932
1123,2,18,73,14,8.3428,0.4577,-14221.214
1331,2,22,79,14,8.3561,0.3937,-17670.303
1429,2,22,92,20,8.4031,0.4549,-20109.149
270,0,3,9,2,7.7259,0.2593,-1873.885
270,1,4,21,1,7.9889,0.4926,-1918.5509
390,2,5,34,5,8.1051,0.5256,-3084.1457
464,0,6,35,10,8.2155,0.375,-4030.1816
556,1,5,38,4,8.259,0.5414,-5051.3929
678,1,6,60,8,8.2684,0.5088,-6607.1587
976,3,20,87,7,8.3422,0.418,-10007.823
951,1,23,65,9,8.3407,0.3638,-11378.894
1105,2,17,59,11,8.3149,0.4362,-13609.458
1169,4,24,75,14,8.3191,0.4363,-15516.221
232,0,2,20,5,8.0517,0.4655,-1374.0525
223,0,1,17,4,7.991,0.4798,-1432.1186
334,1,5,25,2,8.1886,0.4521,-2533.3208
375,0,9,24,4,8.2107,0.4507,-3046.8478
518,0,7,32,2,8.195,0.3707,-4230.543
559,0,8,26,8,8.2719,0.3309,-5346.9589
846,1,13,59,6,8.279,0.3664,-8218.1252
859,2,13,61,9,8.3132,0.4284,-9876.2899
949,1,9,63,12,8.3024,0.373,-11261.081
